Module,Path,baseline,node22,node20,node18,bun,deno,workerd,wranglerUnenv
,,,22.14.0,4.5.1,1.2.0,2.2.8,d3cd504
*globals*,globalThis.process.openStdin,supported,supported,supported,supported,unsupported,unsupported
*globals*,globalThis.process.pid,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.platform,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.ppid,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.prependListener,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.prependOnceListener,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.rawListeners,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.reallyExit,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.ref,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,globalThis.process.release,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.removeAllListeners,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.removeListener,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.report,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.resourceUsage,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,globalThis.process.setMaxListeners,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.setSourceMapsEnabled,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.setUncaughtExceptionCaptureCallback,supported,supported,supported,supported,unsupported,unsupported
*globals*,globalThis.process.setegid,supported,supported,mismatch,supported,unsupported,unsupported
*globals*,globalThis.process.seteuid,supported,supported,mismatch,supported,unsupported,unsupported
*globals*,globalThis.process.setgid,supported,supported,mismatch,supported,unsupported,unsupported
*globals*,globalThis.process.setgroups,supported,supported,mismatch,supported,unsupported,unsupported
*globals*,globalThis.process.setuid,supported,supported,mismatch,supported,unsupported,unsupported
*globals*,globalThis.process.sourceMapsEnabled,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,globalThis.process.stderr,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.stdin,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.stdout,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.title,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.umask,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.unref,supported,supported,unsupported,unsupported,unsupported,unsupported
*globals*,globalThis.process.uptime,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.version,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.process.versions,supported,supported,supported,supported,supported,unsupported
*globals*,globalThis.queueMicrotask,supported,supported,supported,supported,supported,supported
*globals*,globalThis.setImmediate,supported,supported,supported,supported,unsupported,unsupported
*globals*,globalThis.setInterval,supported,supported,supported,supported,supported,supported
*globals*,globalThis.setTimeout,supported,supported,supported,supported,supported,supported
*globals*,globalThis.structuredClone,supported,supported,supported,supported,supported,supported
*globals*,globalThis.undefined,supported,supported,supported,supported,supported,supported
*globals*,globalThis.unescape,supported,supported,supported,supported,supported,supported
*globals*,isFinite,supported,supported,supported,supported,supported,supported
*globals*,isNaN,supported,supported,supported,supported,supported,supported
*globals*,navigator.*self*,supported,supported,supported,supported,supported,unsupported
*globals*,navigator.hardwareConcurrency,supported,supported,unsupported,supported,supported,unsupported
*globals*,navigator.language,supported,supported,unsupported,unsupported,supported,unsupported
*globals*,navigator.languages,supported,supported,unsupported,unsupported,supported,unsupported
*globals*,navigator.platform,supported,supported,unsupported,supported,unsupported,unsupported
*globals*,navigator.userAgent,supported,supported,supported,supported,supported,unsupported
*globals*,parseFloat,supported,supported,supported,supported,supported,supported
*globals*,parseInt,supported,supported,supported,supported,supported,supported
*globals*,performance.*self*,supported,supported,supported,supported,supported,supported
*globals*,performance.addEventListener,supported,supported,supported,supported,supported,supported
*globals*,performance.clearMarks,supported,supported,supported,supported,supported,supported
*globals*,performance.clearMeasures,supported,supported,supported,supported,supported,supported
*globals*,performance.clearResourceTimings,supported,supported,supported,supported,unsupported,unsupported
*globals*,performance.dispatchEvent,supported,supported,supported,supported,supported,supported
*globals*,performance.eventLoopUtilization,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.getEntries,supported,supported,supported,supported,supported,supported
*globals*,performance.getEntriesByName,supported,supported,supported,supported,supported,supported
*globals*,performance.getEntriesByType,supported,supported,supported,supported,supported,supported
*globals*,performance.mark,supported,supported,supported,supported,supported,supported
*globals*,performance.markResourceTiming,supported,supported,supported,supported,unsupported,unsupported
*globals*,performance.measure,supported,supported,supported,supported,supported,supported
*globals*,performance.nodeTiming.*self*,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.bootstrapComplete,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.detail,supported,unsupported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.duration,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.entryType,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.environment,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.idleTime,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.loopExit,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.loopStart,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.name,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.nodeStart,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.startTime,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.toJSON,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.uvMetricsInfo,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.nodeTiming.v8Start,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.now,supported,supported,supported,supported,supported,supported
*globals*,performance.onresourcetimingbufferfull,supported,supported,supported,supported,unsupported,unsupported
*globals*,performance.removeEventListener,supported,supported,supported,supported,supported,supported
*globals*,performance.setResourceTimingBufferSize,supported,supported,supported,supported,unsupported,unsupported
*globals*,performance.timeOrigin,supported,supported,supported,supported,supported,mismatch
*globals*,performance.timerify,supported,supported,supported,unsupported,unsupported,unsupported
*globals*,performance.toJSON,supported,supported,supported,supported,supported,supported
*globals*,process.*self*,supported,supported,supported,supported,supported,unsupported
